Wins,Losses,OTL,Total,Goals,G_Against,Points,Seasons,RankingPts,Current_Comp,ProjectedPts,Prev_Wins,Prev_Losses,Prev_OTL,Prev_Pts,Prev_Proj_Pts,CLub_ID,Curr_Div,Cups_Won
4,1,0,5,15,7,8,0,8,-1,16,3,1,0,6,15,2042,6,0
